trade_date,PC1,PC2,PC3
2020-07-06,0.7256674202540202,-0.20493468591428082,-0.3074601398084627
2020-07-07,0.5431425035657554,-0.16437717912555455,-0.23118114870943432
2020-07-08,0.553357100871043,-0.15157470389954864,-0.2501172252059442
2020-07-09,0.5278527208663589,-0.11798322094190748,-0.19234524256757438
2020-07-10,0.6795551691015411,-0.16621005319772675,-0.1702695048322959
2020-07-13,0.7417728180558769,-0.14243592980245115,-0.08963384145794698
2020-07-15,0.5343385504997304,-0.10359647433098026,-0.1349672314295852
2020-07-16,0.7352728919151883,-0.16176254604190715,-0.12387458011867453
2020-07-17,0.7758654120593418,-0.14659905054189404,-0.05705297613070857
2020-07-20,0.685153872068329,-0.10462879943484396,-0.0417089421509197
2020-07-21,0.6952972045642493,-0.11568839804249478,-0.0864580976393912
2020-07-22,0.7479524536521754,-0.12110407994300662,-0.11732037000831527
2020-07-23,0.8588978017133012,-0.14881643785938553,-0.1436570093934873
2020-07-24,0.764678460109518,-0.12118040669273948,-0.1629572045557918
2020-07-27,0.5262571440703862,-0.054332306848908066,-0.09152663882560765
2020-07-28,0.6442295783684191,-0.08558164309967377,-0.10951631663828724
2020-07-29,0.5971141660608442,-0.055660918408753327,-0.08869566586359243
2020-07-30,0.655339142828117,-0.00853781149443976,-0.08622227197491712
2020-07-31,0.6583312673560352,-0.003545415195387799,-0.08662576245628294
2020-08-03,0.6493434107609142,0.013682814122651068,-0.024473794300491306
2020-08-04,0.5181642546296755,0.027137278848358863,0.012855450490063999
2020-08-05,0.5770412954970945,0.038044500307500555,0.07824188208923663
2020-08-06,0.49193471449235987,0.03510001127477857,0.08559653356987305
2020-08-07,0.4369447653072694,0.09342654249391696,0.062036732649214596
2020-08-10,0.4325305135287223,0.04705638438947961,0.046103879058935364
2020-08-11,0.37995801226152964,0.0441287219084534,0.04183773370812684
2020-08-12,0.4464482989872425,0.0855401368172302,0.03493248411688215
2020-08-13,0.5092353975597227,0.1012702745242623,0.0202625529711808
2020-08-14,0.5920609176618536,0.11991124816062497,0.021479564007732755
2020-08-17,0.5040985991444948,0.06641665373232707,0.057103024056773144
2020-08-19,0.6187225848677842,-0.08913544798575616,-0.0895485582343499
2020-08-20,0.6361837201396777,-0.09018463308543909,-0.05740824921430897
2020-08-21,0.6610804888296893,-0.09901026073073584,-0.06634633638703141
2020-08-24,0.5701735622982143,-0.06838706688502631,-0.024122754819605883
2020-08-25,0.5638575396866214,-0.04416120764794693,-0.02430154435627587
2020-08-26,0.6721900532893872,-0.021966429125501858,-0.04305229172366129
2020-08-27,0.697697046790022,-0.018412624239419428,-0.06302005012759865
2020-08-28,0.753457059125595,0.0008544918019994475,-0.08603694284579254
2020-09-01,0.7205322063071287,-0.021856449272377523,-0.02065705083907447
2020-09-02,0.5978022636634259,0.029438798924328935,0.041355499595618454
2020-09-03,0.6481051870393812,0.015857527793801108,-0.006748189248078797
2020-09-04,0.7801317938112284,-0.022465765125737953,-0.008043943915773403
2020-09-07,0.829712170550503,-0.02453049894376367,-0.0033743080835990534
2020-09-08,0.8090102019093395,0.04097996879727244,-0.021232791264655722
2020-09-09,0.8170801253273174,0.023921219530395048,-0.003731887156939067
2020-09-10,0.8170801253273174,0.023921219530395048,-0.003731887156939067
2020-09-11,1.0262384227135248,0.18382153405657398,-0.01748993533894794
2020-09-14,0.8487077548990828,-0.00809789208194248,0.0033586915634302274
2020-09-16,0.8226789417101553,-0.11427537737321437,-0.03548210955297646
2020-09-17,0.8669447591085465,-0.10146435069587337,-0.004273111862382306
2020-09-18,0.961359487252792,-0.1177533246011788,-0.01185246428771454
2020-09-21,0.9022755768335444,-0.10780218510646629,0.010582148412443624
2020-09-22,0.9365635573774715,-0.10061824858456851,0.0162834661520454
2020-09-23,0.7290729037921078,-0.08153827162723855,0.06349916608951457
2020-09-24,0.6045979298574354,-0.10676083945965252,0.009443881007034126
2020-09-25,0.4606028249739155,-0.08840713173632134,0.012353597600191927
2020-09-28,0.3116663082156299,-0.09355998754358479,0.025224237691305516
2020-09-29,0.46743452467036045,-0.10329116733204867,0.04758010676032109
2020-09-30,0.5043943391978158,-0.08910960089111042,-0.009049333192538696
2020-10-01,0.32609977075900226,-0.04573441147448217,0.04910056237271147
2020-10-02,0.5019293747661162,-0.1169655917640051,-0.034539619799407915
2020-10-05,0.283546480256635,-0.04720665599084315,0.05277788811302964
