M1-M2_current_vol,M1-M2_95_var,M1-M2_95_es,M1-M2_max_drawdown,M2-M3_current_vol,M2-M3_95_var,M2-M3_95_es,M2-M3_max_drawdown,M3-M4_current_vol,M3-M4_95_var,M3-M4_95_es,M3-M4_max_drawdown
23.651547472752863,29.205025010303782,inf,-0.0,20.70737138138189,41.45872745142679,inf,-250.0,22.270749895998964,32.85629852663692,inf,-138.46153846153842
