trade_date,M1-M2_regime,M1-M2_volatility,M2-M3_regime,M2-M3_volatility,M3-M4_regime,M3-M4_volatility
2024-05-09,Low,14.720126830195788,Low,6.421193329534,Low,9.502955190814626
2024-05-10,Medium-Low,19.29618622547777,Low,7.419290172226681,Low,9.635428301485664
2024-05-13,Medium-Low,28.389831824724315,Low,10.251074780833855,Medium-Low,17.59834479775772
2024-05-16,Medium-Low,25.683885693315833,Low,10.70563261397786,Medium-Low,16.56081103389699
2024-05-17,Medium-Low,27.496403475837795,Medium-Low,13.799698291146562,Low,16.06588698945042
2024-05-20,Medium-Low,29.63189874793185,Medium-Low,20.429866532641245,Medium-Low,33.074529539371596
2024-05-21,Medium-Low,42.0057341344884,Medium-Low,21.79921973893135,Medium-Low,28.244433141173143
2024-05-22,Medium-Low,37.90856519022754,Medium-Low,20.053858370721972,Medium-High,47.924744710558805
2024-05-23,Medium-Low,29.926362882219067,Medium-Low,16.890804168810824,Medium-High,41.9312106281942
2024-05-24,Medium-Low,30.85207641146112,Medium-Low,20.71869306029912,Medium-Low,35.251467305136124
2024-05-28,Medium-Low,24.028506111222274,Medium-Low,17.176260237043998,Medium-Low,27.614156025557563
2024-05-29,Medium-Low,17.411726342659268,Medium-Low,14.355334620591107,Medium-Low,22.092757554585514
2024-05-30,Low,14.64025213228418,Medium-Low,11.97522929448361,Medium-Low,19.6114584476493
2024-05-31,Low,13.10599912935441,Low,10.083380940461437,Low,15.262979369757367
2024-06-03,Low,11.632189528845846,Low,8.613857800943018,Low,12.601535657975486
2024-06-04,Low,12.752252773163429,Low,8.140856375049792,Low,10.523658496315358
2024-06-05,Low,10.945115906615804,Low,7.122081604197733,Low,10.889141551840943
2024-06-06,Low,10.265782526026852,Low,7.1437732369901115,Low,8.280207973456692
2024-06-07,Low,11.643064606410416,Low,7.8209427060381245,Low,7.878684138274821
2024-06-10,Low,14.798758651663706,Low,7.207615346005219,Low,10.392949016651265
2024-06-11,Low,13.60252888159932,Low,6.415882740643595,Low,8.339095110255247
2024-06-12,Low,12.870676269615261,Low,6.321153220957411,Low,9.395649562297699
2024-06-13,Low,13.026624012348488,Low,7.10833905874684,Low,12.103443147580311
2024-06-14,Low,11.644632226565385,Low,6.5225749385385186,Low,11.481161469105412
2024-06-17,Low,11.880062997212706,Low,7.147057022060216,Low,9.366711826566508
2024-06-20,Low,9.757949873246117,Low,8.532228062963394,Low,7.375733498064297
2024-06-21,Low,7.473118443702611,Low,7.463177370974236,Low,7.704700517389321
2024-06-24,Low,5.997598939309032,Low,6.6168637065849145,Low,10.64630147348594
2024-06-25,Low,6.043605604106944,Low,6.071804975851239,Low,9.994119207987762
2024-06-26,Low,5.937954788212093,Low,6.154958061997493,Low,9.009302486698855
2024-06-27,Low,9.740909501845993,Low,8.426506297010073,Low,11.110246174615629
2024-06-28,Low,8.390761044126966,Low,7.452804103740737,Low,9.684888895663638
2024-07-01,Low,7.790763064855856,Low,6.582602806263421,Low,8.696046641246014
2024-07-02,Low,6.138745082741194,Low,5.944696275302055,Low,8.99693989700352
2024-07-03,Low,5.263432774071726,Low,5.829788467246281,Low,8.107433508662588
2024-07-04,Low,6.07985590099046,Low,5.3927698570848355,Low,6.259111119978481
2024-07-05,Low,5.394594366962231,Low,5.083447417084249,Low,7.847389411009208
2024-07-08,Low,5.456448075642137,Low,4.884968317503095,Low,6.1903393286724375
2024-07-09,Low,6.726429251610812,Low,4.740293108467977,Low,4.886123885184407
2024-07-10,Low,6.892847159974259,Low,4.663586540038991,Low,8.469769940880784
2024-07-11,Low,6.087675783663216,Low,4.661087339763267,Low,6.876197382707438
2024-07-12,Low,5.649499151649816,Low,5.5652729770641125,Low,5.857790343727437
2024-07-15,Low,9.284293715866323,Low,6.6125361287960445,Low,7.325442952786326
2024-07-18,Low,9.88388935012661,Low,6.213050338650608,Low,6.934145358916087
2024-07-19,Low,10.639564468018651,Low,8.868776835857247,Low,8.777237024896943
2024-07-22,Low,10.490942012142956,Low,9.094300437167576,Low,6.767894563378883
2024-07-23,Low,10.71865783514402,Medium-Low,14.93752731357658,Low,6.763138561418771
2024-07-24,Low,11.026188822246212,Medium-Low,14.343566660288648,Low,8.479878363488568
2024-07-25,Low,10.11438587870647,Medium-Low,12.107620169017773,Low,10.945706121980344
2024-07-26,Low,9.450651631887025,Low,10.505976949590051,Low,9.82068058232126
2024-07-29,Low,13.557235366145509,Low,8.917864772143474,Low,10.907771424975014
2024-07-30,Low,11.518746931538809,Low,8.125483780024318,Low,12.784800884817558
2024-07-31,Low,13.633450573417232,Low,7.104915602038196,Low,11.722941589549757
2024-08-01,Low,14.049808104029106,Low,9.899255933919601,Low,12.627678868965424
2024-08-02,Low,13.840265815262374,Low,8.70733123133823,Low,13.712624488237763
2024-08-05,Low,12.69408979772471,Medium-Low,13.308283125617661,Low,12.333229379407927
2024-08-06,Low,10.64886157046335,Medium-Low,11.721614825404657,Low,13.888615847598075
2024-08-07,Low,9.76342213542637,Low,9.883915770918978,Low,10.824322116125138
2024-08-08,Low,8.797007869679968,Low,8.629399798642089,Low,8.720170924577053
2024-08-09,Low,7.776847623139571,Low,8.142694582414933,Low,10.287930211362994
2024-08-12,Low,7.6767837101773875,Low,8.111827393769742,Low,11.499855948885875
2024-08-13,Low,6.974702403802719,Low,7.858763907679105,Low,13.21569813694002
2024-08-14,Low,14.358376658431625,Low,7.9866720424809,Low,15.359083507686348
2024-08-15,Low,14.071521921931037,Low,8.97845643381001,Low,14.506230684941727
2024-08-16,Low,13.215987831737326,Low,7.965892794146798,Low,12.390560363633607
2024-08-19,Low,12.97039840367956,Low,7.327714956342316,Medium-Low,29.837627671062304
2024-08-22,Low,11.38210837099788,Low,7.25102624915385,Medium-Low,24.895760071250255
2024-08-23,Low,10.369971345948274,Low,6.645361255480605,Medium-Low,18.463055490831522
2024-08-27,Low,9.41764957692546,Low,7.629796176921784,Low,15.886636420753055
2024-08-28,Low,8.512871541921177,Low,6.716180398928913,Low,12.687577608131143
2024-08-29,Low,6.64161465282147,Low,6.443743347785585,Low,15.784419835816188
2024-08-30,Low,7.29793991658556,Low,7.325368197659589,Low,14.816280890610837
2024-09-02,Low,6.684733124098729,Low,6.487560916719991,Low,14.030750965411935
2024-09-03,Low,5.176548361259456,Low,5.957258914522292,Low,11.958597000968794
2024-09-04,Low,8.888352058550565,Low,7.245678354678328,Low,12.111117205414917
2024-09-05,Low,9.190667302011724,Low,6.7514632717977285,Low,9.72285660404495
2024-09-06,Low,11.54442281107617,Low,7.86780909873759,Low,10.75803910133864
2024-09-09,Low,13.568575596158428,Low,6.90712754028114,Low,9.856002175963287
2024-09-10,Low,10.773018617787688,Low,6.187410462716283,Low,7.4984371597334425
2024-09-11,Low,8.839534755616784,Low,5.649886182121818,Low,6.228869977753261
2024-09-12,Low,8.764624957172298,Low,6.186435255729045,Low,5.210904332925412
2024-09-13,Low,8.587402821035113,Low,6.246133139021753,Low,7.525924451317673
2024-09-16,Low,6.762386374201485,Low,6.67106243945087,Low,8.146531456393307
2024-09-19,Low,5.488363239149285,Low,6.002494787529933,Low,12.634160615170984
2024-09-20,Low,5.2741801273912765,Low,5.847937921653399,Low,10.925949626223469
2024-09-23,Low,4.451947654081917,Low,5.472688025500977,Low,15.509403988507515
2024-09-24,Low,4.624953387466578,Low,5.162402999640451,Low,12.685307670661205
2024-09-25,Low,6.7888257407450965,Low,6.536614068469952,Low,13.280393933042582
2024-09-26,Low,9.219978950767693,Low,6.033350891213796,Low,14.12103519655065
2024-09-27,Low,7.0097211966415065,Low,5.558985063376929,Low,11.246857861222237
2024-09-30,Low,5.870103666918316,Low,5.19988770105888,Low,8.67622149636389
2024-10-01,Low,5.508102065308941,Low,5.028582929790617,Low,8.614104268004047
2024-10-02,Low,4.616168440503112,Low,5.583351354225672,Low,9.909146494696333
2024-10-03,Low,3.739627591478234,Low,5.401297936414601,Low,9.313770932936844
2024-10-04,Low,4.432480527473339,Low,5.1003557304004215,Medium-Low,16.808041172803993
2024-10-07,Low,5.16826894976281,Low,5.725457367457925,Low,12.92290291964692
2024-10-08,Low,4.8131601951634435,Low,5.462175300043635,Low,9.673194487607047
2024-10-09,Low,7.604001157664971,Low,6.738499105101639,Low,9.599179015345294
2024-10-10,Low,7.661322520352137,Low,6.736165976975204,Low,8.872228274843666
2024-10-11,Low,6.4417431436811246,Low,6.078750501726256,Low,9.582676935339352
2024-10-14,Low,5.129582193253215,Low,7.299479649183901,Low,8.035792674532175
2024-10-17,Medium-Low,35.44402733151002,Low,7.945939507546542,Low,8.41550243870403
2024-10-18,Medium-Low,28.125413360443588,Low,8.467946713539005,Low,6.546384238003234
2024-10-21,Medium-Low,23.24370684332538,Medium-Low,15.311781206534134,Low,8.324492655318938
2024-10-22,Medium-Low,18.345730459383518,Medium-Low,12.837532023217424,Low,7.148935789699169
2024-10-23,Low,14.637449032769231,Low,10.880243806844693,Low,5.7015064921645475
2024-10-24,Low,12.530948833060313,Low,9.712229986836165,Low,5.627971063021319
2024-10-25,Low,10.553657181388424,Low,9.184184850028318,Low,4.517517171620746
2024-10-28,Low,9.941227787101846,Low,8.521044023964478,Low,3.943265895108072
2024-10-29,Low,8.833688921554003,Low,7.426023168175593,Low,4.174239617574463
2024-10-30,Low,9.22685939378904,Low,6.641594510126993,Low,3.528674191908333
2024-10-31,Low,8.903638099855538,Low,7.974071770485496,Low,5.089959288315112
2024-11-01,Low,7.129928354863038,Low,7.7908608848181835,Low,5.390989810868219
2024-11-04,Low,8.044721986600505,Low,8.267344845159945,Low,6.453064697748723
2024-11-05,Low,7.501174666404129,Low,8.245298537581673,Low,8.199893921389785
2024-11-06,Low,7.766631780145956,Low,7.427243295697371,Low,11.439399493998046
2024-11-07,Low,9.21162834185965,Low,6.625400155847687,Low,9.878518758782453
2024-11-08,Low,8.16779319634969,Low,6.268678971897618,Low,8.960572241735388
2024-11-11,Low,7.023177905474264,Low,5.758960884615234,Low,7.150379726130645
2024-11-12,Low,6.857679816783013,Low,5.435751095422672,Low,6.648836682967964
2024-11-13,Low,7.794291927284928,Low,5.77226289669031,Low,8.299716707930486
2024-11-14,Low,10.803064581039973,Low,5.351077715133573,Low,7.432479958050899
2024-11-15,Low,10.903674957717506,Low,7.222494268197307,Low,9.80952210921804
2024-11-18,Low,9.995725695731762,Low,9.659918153221708,Low,10.234515239387182
2024-11-21,Medium-Low,20.887280720006856,Low,8.26181271403466,Low,9.034661097347028
2024-11-22,Low,16.614735736482196,Low,7.203305324005793,Low,7.3744887944779585
2024-11-25,Low,12.905415317690204,Low,7.263769349643878,Low,6.040149970823658
2024-11-26,Low,11.485590453185537,Low,7.826465308154091,Low,4.826702956954455
2024-11-27,Low,10.685230510781677,Low,8.049748814727886,Low,10.465594316601054
2024-11-28,Low,8.484546805459424,Low,7.184724731373959,Low,8.653321798155025
2024-11-29,Low,6.662997568537371,Low,6.381275517504733,Low,8.825974534948914
2024-12-02,Low,5.417359910517409,Low,5.8482160789816025,Low,9.102885526137419
2024-12-03,Low,7.0282766729107315,Low,5.944290622765166,Low,6.961809457301945
2024-12-04,Medium-Low,18.388954480310968,Low,9.775448277715237,Low,8.532460831483185
2024-12-05,Low,14.027570143828413,Low,8.372770130308172,Low,8.72211168199675
2024-12-06,Low,10.633911370791065,Low,7.337124077616937,Low,7.293631788175768
2024-12-09,Low,10.138671856473925,Low,7.076120109893441,Low,9.722320080147522
2024-12-10,Low,9.561686796260084,Low,6.828346001292816,Low,8.13516132863097
2024-12-11,Low,8.920879966006314,Low,6.146300027457004,Low,9.147151421845567
2024-12-12,Low,8.594631292116304,Low,5.628425615476325,Low,6.982688746919406
2024-12-13,Low,8.786272086328465,Low,5.25324894266473,Low,6.931488422075747
2024-12-16,Low,10.791375190892255,Low,9.380463725000443,Low,10.128279892302443
2024-12-19,Low,9.767880389098261,Low,8.054095755400706,Low,8.32637438213291
2024-12-20,Low,9.400014854395645,Low,7.717586088621403,Low,6.812580834224348
2024-12-23,Low,9.61895014738206,Low,8.587435452927204,Low,5.549380702548851
2024-12-24,Low,7.420150526912194,Low,7.457830184800933,Low,4.602434257999203
2024-12-27,Low,7.18445394596254,Low,7.120948970267078,Low,7.982280657612249
2024-12-30,Low,6.277067012788912,Low,6.459310693140076,Low,6.3654550529248315
2024-12-31,Low,6.9327797145687855,Low,5.8492127619143055,Low,5.903838838021184
2025-01-02,Low,7.17096960985836,Low,5.462864864679137,Low,8.150075509769492
2025-01-03,Low,9.426745882151208,Low,6.327625846270405,Low,7.235712537040726
2025-01-06,Low,7.559529724128217,Low,6.788644131711647,Low,8.390601111001988
2025-01-07,Low,5.845057683186884,Low,6.135717533695067,Low,6.928231076881258
2025-01-08,Low,5.0340763505894905,Low,5.614876794621933,Low,5.5528947520281235
2025-01-09,Low,4.638445923459686,Low,5.429632459854838,Low,7.104295877984578
2025-01-10,Low,5.791469824967268,Low,7.512410577732438,Low,8.260190065208791
2025-01-13,Low,10.639300364826866,Low,8.881905417371014,Low,14.43084283991857
2025-01-16,Medium-Low,22.83519037400595,Low,7.750548453769657,Low,13.251907927842476
2025-01-17,Medium-Low,17.53955418518413,Low,8.446137432299363,Low,13.206637474025754
2025-01-20,Low,13.804322683834009,Low,7.331566997737564,Low,10.567127124615723
2025-01-21,Low,11.27983766585607,Low,6.511129387335199,Low,10.888845223371803
2025-01-22,Low,9.295453935367354,Low,5.893885368087571,Low,10.603912287159165
2025-01-23,Low,7.819373653034399,Low,5.462659186508412,Low,9.657592879587707
2025-01-24,Low,6.363032271508,Low,5.132621023712659,Low,8.953957646982149
2025-01-27,Low,5.3773468452783915,Low,4.903321710958717,Low,8.400344397639804
2025-01-28,Low,5.649137909907454,Low,4.748196533979664,Low,6.925567621797348
2025-01-29,Low,5.504361581958216,Low,4.6443762661645875,Low,7.3949879307236355
2025-01-30,Low,6.082308389793806,Low,4.977853064358866,Low,6.187489101417825
2025-01-31,Low,5.816889333865515,Low,5.323262938621866,Low,5.047504861697591
2025-02-03,Low,5.14688388801912,Low,5.167856545865008,Low,5.40733867126906
2025-02-04,Low,5.712445842830607,Low,5.4130378307300155,Low,4.405583192595244
2025-02-05,Low,4.666053614205936,Low,5.500056336559441,Low,3.961474337473737
2025-02-06,Low,4.540962855640036,Low,5.172207834585569,Low,3.4467617162498536
2025-02-07,Low,4.194666729531433,Low,4.931160208001734,Low,3.3599016901738015
2025-02-10,Low,5.99761152848919,Low,4.763237920676735,Low,3.520022437247017
2025-02-11,Low,7.732193138884579,Low,6.623538391228868,Low,4.4641250542491155
2025-02-12,Low,8.421352479928725,Low,5.986155446783933,Low,4.458500199964608
2025-02-13,Medium-Low,17.62044548178449,Low,7.548584180628395,Low,9.064490385972368
2025-02-17,High,629.7081596255522,Medium-High,32.04252908822574,Medium-Low,30.614824183542765
2025-02-21,High,452.588938602385,Medium-High,54.45884974307073,High,3710.0611487820115
2025-02-24,High,345.71620989810646,Medium-High,49.73430157795523,High,2326.8206616108914
2025-02-25,High,1006.2827804372249,High,129.32466211427231,,
2025-02-26,High,637.8776454455406,High,393.19731955196244,High,1561.1610083089618
2025-02-27,High,1575.121628461248,High,326.14505157205843,High,1016.9197235848624
2025-02-28,High,928.6460194704925,High,265.4709516615607,High,734.2267296898268
2025-03-03,High,572.6981420316313,High,216.7308538874835,High,594.254123748382
2025-03-04,High,383.9666955685975,High,176.18410929883456,High,398.69664356953285
2025-03-05,High,303.4955933373348,High,151.44600865879585,High,320.23918023732574
2025-03-06,High,298.4962923326263,High,253.81667046859076,High,275.923635582757
2025-03-07,High,195.30457846736755,High,206.9475569619046,High,249.0241281152537
2025-03-11,High,181.04594737651996,High,325.6096172050141,High,147.29358361254
2025-03-12,High,151.17005451687913,High,264.6407015605673,,
2025-03-13,Medium-High,108.0084494305374,,,High,114.85023319169002
2025-03-14,Medium-High,86.35265010871383,High,221.08848810873818,,
2025-03-17,Medium-High,72.03103935379991,High,180.05811891450307,High,118.13065412253135
2025-03-20,Medium-High,65.03056636691375,High,146.3857897675813,Medium-High,86.70287385748372
2025-03-21,Medium-High,106.06689416736344,High,124.43779632241021,Medium-High,76.2870606526734
2025-03-24,Medium-High,70.95554071991121,High,112.45581518990433,,
2025-03-25,Medium-Low,56.457925123159754,High,91.51550316343389,Medium-High,67.76420875929642
2025-03-26,Medium-High,93.31844365157565,,,Medium-High,67.60836549836108
2025-03-27,High,274.3380288963992,High,109.11589440259966,Medium-High,89.15513624629699
2025-03-28,High,197.72762291819345,High,88.9146844908104,,
2025-03-31,Medium-High,135.3499243297838,Medium-High,72.30453177527563,High,105.87881539648929
2025-04-01,Medium-High,92.18456092522358,Medium-High,58.94721039379747,High,183.63732944976536
2025-04-02,Medium-High,72.02141369366119,Medium-High,49.545250713099456,High,140.81177272408732
2025-04-03,Medium-Low,56.41351242363005,Medium-High,40.440103502711125,High,113.63638865182382
2025-04-04,Medium-Low,45.80683711433053,Medium-High,33.09490217316359,High,103.18613552013123
2025-04-07,Medium-High,62.19098620830064,Medium-High,28.417529759628998,Medium-High,91.21622721711927
2025-04-08,Medium-High,74.02346063208896,Medium-High,26.795622161658013,High,94.26093017213196
2025-04-09,Medium-Low,53.58482786006249,Medium-High,36.19473557545013,Medium-High,82.06025943869263
2025-04-10,Medium-Low,47.820302605407136,Medium-High,29.83974588176609,High,115.48740003998151
2025-04-11,High,173.58133813672833,High,129.92905112397034,High,257.4691882774091
2025-04-14,High,1382.7575294062258,High,105.63215437439982,High,202.71661416476604
2025-04-17,High,906.3005342350627,High,153.97206146216908,High,171.99787088358076
2025-04-22,High,553.7424513938071,High,134.64140758632914,,
2025-04-23,High,418.0615507566108,High,111.60472755812262,High,135.9037163834999
2025-04-25,High,309.1190948043903,High,74.59098232169153,High,99.89832931221264
2025-04-29,High,250.25685482260138,Medium-High,51.33075344376899,High,92.93800768316117
2025-04-30,High,209.36520941992484,Medium-High,70.46134557301176,High,91.73386429505513
2025-05-01,High,598.7019081434148,Medium-High,57.4661351317713,Medium-High,75.99015297721186
2025-05-02,High,1749.6646265201557,Medium-High,48.23431845991921,High,107.27777213245533
2025-05-06,High,1015.9911810530558,Medium-High,49.00872145322297,Medium-High,80.83817559076488
2025-05-07,High,607.584438873673,Medium-High,40.02652675790598,Medium-High,60.8855549422697
2025-05-08,High,374.2128689625813,Medium-High,35.634154609799516,Medium-High,47.54404814052639
2025-05-09,High,277.87145118418215,Medium-High,29.79526485321254,Medium-High,43.43475360608981
2025-05-12,High,181.2234463677594,Medium-Low,24.942867808170305,Medium-Low,31.349859869611006
2025-05-13,High,151.69108128008617,Medium-High,29.08613412827979,Medium-High,37.82461235021017
2025-05-14,High,194.42179735825337,Medium-Low,23.90094641138679,Medium-High,39.01567303062607
2025-05-15,High,185.80860703189256,Medium-Low,25.414820971801948,Medium-Low,30.331786945123415
2025-05-16,High,254.05055710241896,Medium-Low,24.12352011846642,Medium-Low,27.89983291322684
2025-05-19,High,301.5084096374514,Medium-Low,20.09278484176646,Medium-Low,21.1642316632703
2025-05-22,High,281.19527055728713,Medium-Low,23.789320207467313,Medium-Low,16.99076072069228
2025-05-23,High,194.58125118478102,Medium-Low,25.1192733424535,Low,13.596156920293875
2025-05-27,High,185.9576825889045,Medium-Low,22.109828820478924,Low,15.181399161009779
2025-05-28,Medium-High,129.72440611149412,Medium-Low,18.187939599331052,Low,13.069199331464306
2025-05-29,Medium-High,92.69309530850629,Medium-Low,15.862006565192038,Low,10.85646180906101
2025-05-30,Medium-High,67.16655445285112,Medium-Low,14.036362423719671,Low,12.971650452835567
2025-06-02,Medium-Low,49.23398182636077,Medium-Low,11.718976183952632,Low,12.21928372327706
2025-06-03,Medium-Low,36.59960071015604,Low,10.002313437019007,Low,11.056810674115077
2025-06-04,Medium-Low,32.156068323852736,Low,11.37458855047972,Low,9.73540702420712
2025-06-05,Medium-Low,30.31939685416906,Medium-Low,16.09677975083538,Low,11.01490019268019
2025-06-06,High,161.93523262366747,Medium-Low,14.510543882164573,Medium-High,45.53063946275592
2025-06-09,Medium-High,110.08898236736155,Medium-High,30.321547248556374,Medium-High,40.145669336459285
2025-06-10,Medium-High,108.53737855472762,Medium-Low,25.085204287507477,Medium-Low,33.52313265132829
2025-06-11,Medium-High,81.40264455688742,Medium-Low,20.562664346604485,Medium-Low,25.18426492824482
2025-06-12,Medium-High,75.84637434576653,Medium-High,28.513400055378852,Medium-Low,30.93627450136206
2025-06-13,Medium-High,82.6426288625894,Medium-Low,24.023657068977545,Medium-Low,34.68844262759918
2025-06-16,Medium-High,66.13457645988002,Medium-Low,20.117575797441496,Medium-Low,26.652927353905998
2025-06-19,Medium-High,78.5379558642329,Medium-Low,16.550574480037756,Medium-Low,19.97515239758285
2025-06-20,Medium-High,84.77206941604786,Medium-Low,17.435735975845667,Medium-Low,21.295424307708863
2025-06-23,Medium-High,74.41180397553168,Medium-Low,14.836155965801911,Medium-Low,29.03685981199129
2025-06-24,Medium-High,65.3692872658795,Medium-Low,12.532743262852481,Medium-Low,23.14320013589356
2025-06-25,Medium-Low,59.768421332572714,Medium-Low,17.25946366882142,Medium-Low,21.662996838871678
2025-06-26,Medium-Low,43.37771897246335,Medium-Low,14.503923494419034,Medium-Low,23.205848403244087
2025-06-27,Medium-High,76.96829181250651,Medium-Low,12.632845507245118,Medium-Low,29.570083924443434
2025-06-30,Medium-Low,55.8962117977238,Medium-Low,14.544625583606603,Medium-Low,29.72157757389547
2025-07-01,Medium-Low,41.12321354948196,Medium-Low,13.507385945403634,Medium-Low,24.426190879972587
2025-07-02,Medium-Low,35.73851070913795,Medium-Low,25.324453898737115,Medium-Low,24.12034319936482
2025-07-03,Medium-Low,31.312225236856534,Medium-Low,23.583009924500598,Medium-Low,23.149076852150753
2025-07-04,Medium-Low,23.651547472752863,Medium-Low,20.70737138138189,Medium-Low,22.270749895998964
