trade_date,M1_price,M2_price,M3_price,M4_price,M1_M2_spread,M2_M3_spread,M3_M4_spread,M1_M2_spread_change,M2_M3_spread_change,M3_M4_spread_change
2021-11-26,9578.0,9493.0,9470.0,9455.5,85.0,23.0,14.5,0.25,0.09523809523809534,0.18367346938775508
2021-11-29,9670.5,9607.5,9588.5,9573.0,63.0,19.0,15.5,-0.2588235294117647,-0.17391304347826086,0.06896551724137923
2021-11-30,9522.5,9472.5,9451.5,9437.5,50.0,21.0,14.0,-0.2063492063492064,0.10526315789473695,-0.09677419354838712
2021-12-01,9498.25,9468.25,9452.25,9438.25,30.0,16.0,14.0,-0.4,-0.23809523809523814,0.0
2021-12-02,9593.0,9552.0,9507.0,9485.0,41.0,45.0,22.0,0.3666666666666667,1.8125,0.5714285714285714
2021-12-03,9489.0,9459.0,9427.0,9408.0,30.0,32.0,19.0,-0.2682926829268293,-0.28888888888888886,-0.13636363636363635
2021-12-06,9562.0,9548.0,9517.0,9496.0,14.0,31.0,21.0,-0.5333333333333333,-0.03125,0.10526315789473695
2021-12-07,9616.5,9614.5,9603.5,9588.0,2.0,11.0,15.5,-0.8571428571428572,-0.6451612903225806,-0.26190476190476186
2021-12-08,9658.5,9662.5,9657.5,9647.25,-4.0,5.0,10.25,-3.0,-0.5454545454545454,-0.33870967741935487
2021-12-09,9542.5,9546.5,9541.5,9530.5,-4.0,5.0,11.0,0.0,0.0,0.07317073170731714
2021-12-10,9507.5,9511.5,9511.5,9503.0,-4.0,0.0,8.5,0.0,-1.0,-0.2272727272727273
2021-12-13,9435.0,9449.0,9449.5,9444.5,-14.0,-0.5,5.0,2.5,-inf,-0.4117647058823529
2021-12-15,9227.5,9207.5,9192.5,9168.5,20.0,15.0,24.0,-2.428571428571429,2.0,1.6666666666666665
2021-12-16,9537.5,9522.5,9507.5,9488.5,15.0,15.0,19.0,-0.25,0.0,-0.20833333333333337
2021-12-17,9479.5,9460.0,9443.0,9420.0,19.5,17.0,23.0,0.30000000000000004,0.1333333333333333,0.21052631578947367
2021-12-20,9474.0,9465.0,9454.0,9435.5,9.0,11.0,18.5,-0.5384615384615384,-0.3529411764705882,-0.19565217391304346
2021-12-21,9573.0,9558.0,9542.0,9523.5,15.0,16.0,18.5,0.6666666666666667,0.4545454545454546,0.0
2021-12-22,9652.0,9639.0,9619.0,9598.0,13.0,20.0,21.0,-0.1333333333333333,0.25,0.1351351351351351
2021-12-23,9646.0,9634.0,9621.0,9604.0,12.0,13.0,17.0,-0.07692307692307687,-0.35,-0.19047619047619047
2021-12-24,9606.5,9592.0,9578.0,9558.5,14.5,14.0,19.5,0.20833333333333326,0.07692307692307687,0.1470588235294117
2021-12-29,9736.5,9715.5,9696.5,9673.5,21.0,19.0,23.0,0.4482758620689655,0.3571428571428572,0.17948717948717952
2021-12-30,9732.0,9720.0,9708.0,9688.0,12.0,12.0,20.0,-0.4285714285714286,-0.368421052631579,-0.13043478260869568
2021-12-31,9747.5,9739.5,9731.5,9718.5,8.0,8.0,13.0,-0.33333333333333337,-0.33333333333333337,-0.35
2022-01-04,9795.0,9787.0,9779.0,9766.0,8.0,8.0,13.0,0.0,0.0,0.0
2022-01-05,9713.75,9712.75,9707.0,9697.25,1.0,5.75,9.75,-0.875,-0.28125,-0.25
2022-01-06,9544.0,9544.25,9538.25,9530.75,-0.25,6.0,7.5,-1.25,0.04347826086956519,-0.23076923076923073
2022-01-07,9675.0,9670.0,9657.0,9646.0,5.0,13.0,11.0,-21.0,1.1666666666666665,0.46666666666666656
2022-01-10,9571.0,9575.5,9571.5,9563.5,-4.5,4.0,8.0,-1.9,-0.6923076923076923,-0.2727272727272727
2022-01-11,9735.5,9737.5,9729.5,9719.0,-2.0,8.0,10.5,-0.5555555555555556,1.0,0.3125
2022-01-12,10084.5,10088.0,10080.0,10063.35,-3.5,8.0,16.649999999999636,0.75,0.0,0.585714285714251
2022-01-13,9972.5,9978.5,9971.5,9957.75,-6.0,7.0,13.75,0.7142857142857142,-0.125,-0.17417417417415615
2022-01-14,9730.75,9736.75,9730.25,9718.5,-6.0,6.5,11.75,0.0,-0.0714285714285714,-0.1454545454545455
2022-01-17,9749.0,9752.0,9742.5,9729.5,-3.0,9.5,13.0,-0.5,0.46153846153846145,0.1063829787234043
2022-01-19,9861.25,9853.25,9840.0,9829.25,8.0,13.25,10.75,-3.6666666666666665,1.2083333333333335,-0.02714932126690428
2022-01-20,10014.0,10005.0,9990.0,9978.5,9.0,15.0,11.5,0.125,0.13207547169811318,0.06976744186046502
2022-01-21,9977.0,9966.0,9947.0,9931.0,11.0,19.0,16.0,0.22222222222222232,0.2666666666666666,0.3913043478260869
2022-01-24,9763.0,9752.0,9733.5,9719.0,11.0,18.5,14.5,0.0,-0.02631578947368418,-0.09375
2022-01-25,9832.75,9824.0,9806.5,9792.0,8.75,17.5,14.5,-0.20454545454545459,-0.05405405405405406,0.0
2022-01-26,9955.5,9944.5,9924.5,9906.0,11.0,20.0,18.5,0.2571428571428571,0.1428571428571428,0.27586206896551735
2022-01-27,9830.75,9814.75,9791.0,9770.0,16.0,23.75,21.0,0.4545454545454546,0.1875,0.1351351351351351
2022-01-28,9555.5,9536.5,9514.5,9496.0,19.0,22.0,18.5,0.1875,-0.0736842105263158,-0.11904761904761907
2022-01-31,9554.0,9534.0,9511.0,9494.0,20.0,23.0,17.0,0.05263157894736836,0.045454545454545414,-0.08108108108108103
2022-02-01,9730.5,9720.5,9701.5,9688.5,10.0,19.0,13.0,-0.5,-0.17391304347826086,-0.23529411764705888
2022-02-02,9877.75,9869.5,9846.5,9830.5,8.25,23.0,16.0,-0.17500000000000004,0.21052631578947367,0.23076923076923084
2022-02-03,9867.5,9860.5,9839.0,9823.0,7.0,21.5,16.0,-0.1515151515151515,-0.06521739130434778,0.0
2022-02-04,9871.5,9864.0,9847.5,9834.5,7.5,16.5,13.0,0.0714285714285714,-0.2325581395348837,-0.1875
2022-02-07,9809.25,9803.0,9786.0,9771.0,6.25,17.0,15.0,-0.16666666666666663,0.030303030303030276,0.15384615384615374
2022-02-08,9811.25,9810.25,9792.0,9773.5,1.0,18.25,18.5,-0.84,0.07352941176470584,0.2333333333333334
2022-02-09,10100.5,10096.0,10073.0,10051.0,4.5,23.0,22.0,3.5,0.26027397260273966,0.18918918918918926
2022-02-10,10305.0,10297.0,10271.0,10247.0,8.0,26.0,24.0,0.7777777777777777,0.13043478260869557,0.09090909090909083
2022-02-11,9894.5,9892.5,9875.5,9856.0,2.0,17.0,19.5,-0.75,-0.34615384615384615,-0.1875
2022-02-14,9984.5,9963.5,9940.0,9916.0,21.0,23.5,24.0,9.5,0.38235294117647056,0.23076923076923084
2022-02-16,10029.75,10008.75,9990.5,9971.5,21.0,18.25,19.0,0.0,-0.013513513513513487,-0.050000000000000044
2022-02-17,9967.0,9943.0,9925.5,9905.0,24.0,17.5,20.5,0.1428571428571428,-0.04109589041095896,0.07894736842105265
2022-02-18,9996.5,9974.5,9956.0,9932.5,22.0,18.5,23.5,-0.08333333333333337,0.05714285714285716,0.14634146341463405
2022-02-21,9946.0,9923.0,9903.5,9880.5,23.0,19.5,23.0,0.045454545454545414,0.054054054054053946,-0.021276595744680882
2022-02-22,9961.25,9940.0,9921.0,9898.5,21.25,19.0,22.5,-0.07608695652173914,-0.02564102564102566,-0.021739130434782594
2022-02-23,9910.5,9891.5,9872.0,9852.0,19.0,19.5,20.0,-0.10588235294117643,0.026315789473684292,-0.11111111111111116
2022-02-24,9911.5,9891.0,9871.0,9851.0,20.5,20.0,20.0,0.07894736842105265,0.02564102564102555,0.0
2022-02-25,9917.0,9899.5,9880.0,9862.0,17.5,19.5,18.0,-0.14634146341463417,-0.025000000000000022,-0.09999999999999998
2022-02-28,9919.0,9909.0,9892.0,9878.5,10.0,17.0,13.5,-0.4285714285714286,-0.1282051282051282,-0.25
2022-03-01,10095.5,10084.0,10071.5,10058.5,11.5,12.5,13.0,0.1499999999999999,-0.2647058823529411,-0.03703703703703709
2022-03-02,10198.25,10191.5,10178.5,10163.5,6.75,13.0,15.0,-0.4130434782608695,0.040000000000000036,0.15384615384615374
2022-03-03,10385.5,10380.75,10367.75,10349.25,4.75,13.0,18.5,-0.2962962962962963,0.0,0.2333333333333334
2022-03-04,10701.0,10696.5,10689.0,10671.5,4.5,7.5,17.5,-0.052631578947368474,-0.42307692307692313,-0.05405405405405406
2022-03-07,10265.5,10274.5,10282.5,10280.5,-9.0,-8.0,2.0,-3.0,-2.0666666666666664,-0.8857142857142857
2022-03-08,10178.75,10194.75,10205.75,10210.25,-16.0,-11.0,-4.5,0.7777777777777777,0.375,-3.25
2022-03-09,9979.0,9996.0,10002.5,10002.5,-17.0,-6.5,0.0,0.0625,-0.40909090909090906,-1.0
2022-03-10,10096.0,10115.0,10120.0,10117.0,-19.0,-5.0,3.0,0.11764705882352944,-0.23076923076923073,inf
2022-03-11,10152.5,10174.5,10184.5,10185.5,-22.0,-10.0,-1.0,0.1578947368421053,1.0,-1.3333333333333333
2022-03-14,9894.5,9924.5,9935.0,9935.0,-30.0,-10.5,0.0,0.36363636363636354,0.050000000000000044,-1.0
2022-03-16,10069.0,10065.0,10058.0,10049.5,4.0,7.0,8.5,-1.1333333333333333,-1.7777777777777777,inf
2022-03-17,10251.5,10252.0,10249.0,10240.5,-0.5,3.0,8.5,-1.125,-0.5714285714285714,0.0
2022-03-18,10342.0,10341.0,10336.0,10329.0,1.0,5.0,7.0,-3.0,0.6666666666666667,-0.17647058823529416
2022-03-21,10301.55,10300.55,10297.55,10294.0,1.0,3.0,3.5499999999992724,0.0,-0.4,-0.4928571428572468
2022-03-22,10266.5,10268.5,10271.0,10269.5,-2.0,-2.5,1.5,-3.0,-1.8333333333333335,-0.5774647887323078
2022-03-23,10446.0,10445.5,10441.0,10438.5,0.5,4.5,2.5,-1.25,-2.8,0.6666666666666667
2022-03-24,10332.5,10343.0,10350.5,10353.0,-10.5,-7.5,-2.5,-22.0,-2.666666666666667,-2.0
2022-03-25,10255.0,10263.0,10268.0,10270.5,-8.0,-5.0,-2.5,-0.23809523809523814,-0.33333333333333337,0.0
2022-03-28,10342.0,10342.5,10343.5,10343.5,-0.5,-1.0,0.0,-0.9375,-0.8,-1.0
2022-03-29,10319.5,10318.5,10319.5,10318.5,1.0,-1.0,1.0,-3.0,0.0,inf
2022-03-30,10367.5,10369.5,10371.5,10370.0,-2.0,-2.0,1.5,-3.0,1.0,0.5
2022-03-31,10372.5,10374.5,10377.5,10378.5,-2.0,-3.0,-1.0,0.0,0.5,-1.6666666666666665
2022-04-01,10347.0,10351.5,10354.5,10355.5,-4.5,-3.0,-1.0,1.25,0.0,0.0
2022-04-04,10455.25,10464.0,10468.0,10473.0,-8.75,-4.0,-5.0,0.9444444444444444,0.33333333333333326,4.0
2022-04-05,10437.0,10446.0,10453.0,10460.0,-9.0,-7.0,-7.0,0.02857142857142847,0.75,0.3999999999999999
2022-04-06,10286.75,10297.5,10304.5,10308.0,-10.75,-7.0,-3.5,0.19444444444444442,0.0,-0.5
2022-04-07,10294.5,10302.5,10310.0,10314.75,-8.0,-7.5,-4.75,-0.2558139534883721,0.0714285714285714,0.3571428571428572
2022-04-08,10304.75,10313.5,10321.75,10325.5,-8.75,-8.25,-3.75,0.09375,0.10000000000000009,-0.21052631578947367
2022-04-11,10181.25,10188.75,10196.75,10201.5,-7.5,-8.0,-4.75,-0.1428571428571429,-0.030303030303030276,0.2666666666666666
2022-04-12,10330.0,10331.0,10338.5,10343.25,-1.0,-7.5,-4.75,-0.8666666666666667,-0.0625,0.0
2022-04-13,10284.0,10287.0,10294.5,10299.5,-3.0,-7.5,-5.0,2.0,0.0,0.05263157894736836
2022-04-14,10297.5,10303.5,10310.25,10315.0,-6.0,-6.75,-4.75,1.0,-0.09999999999999998,-0.050000000000000044
2022-04-20,10205.5,10214.75,10223.0,10226.0,-9.25,-8.25,-3.0,0.5416666666666667,-0.02941176470588236,-0.5714285714285714
2022-04-21,10275.75,10282.5,10289.0,10290.5,-6.75,-6.5,-1.5,-0.2702702702702703,-0.21212121212121215,-0.5
2022-04-22,10103.25,10108.75,10113.75,10115.5,-5.5,-5.0,-1.75,-0.18518518518518523,-0.23076923076923073,0.16666666666666674
2022-04-25,9773.8,9768.8,9770.8,9772.75,5.0,-2.0,-1.9500000000007276,-1.9090909090909092,-0.6,0.11428571428612999
2022-04-26,9860.5,9860.0,9862.5,9863.75,0.5,-2.5,-1.25,-0.9,0.25,-0.3589743589745982
2022-04-27,9865.5,9860.5,9859.5,9858.5,5.0,1.0,1.0,9.0,-1.4,-1.8
2022-04-28,9700.0,9696.5,9698.5,9698.5,3.5,-2.0,0.0,-0.30000000000000004,-3.0,-1.0
2022-04-29,9772.5,9769.5,9771.0,9773.0,3.0,-1.5,-2.0,-0.1428571428571429,-0.25,-inf
2022-05-03,9407.75,9405.75,9408.25,9411.25,2.0,-2.5,-3.0,-0.33333333333333337,0.6666666666666667,0.5
2022-05-04,9468.0,9468.0,9471.0,9474.0,0.0,-3.0,-3.0,-1.0,0.19999999999999996,0.0
2022-05-05,9508.5,9501.5,9494.5,9485.5,7.0,7.0,9.0,inf,-3.3333333333333335,-4.0
2022-05-06,9414.0,9414.25,9414.25,9413.25,-0.25,0.0,1.0,-1.0357142857142858,-1.0,-0.8888888888888888
2022-05-09,9244.25,9240.25,9237.5,9235.5,4.0,2.75,2.0,-17.0,inf,1.0
2022-05-10,9239.0,9236.0,9229.5,9226.0,3.0,6.5,3.5,-0.25,1.3636363636363638,0.75
2022-05-11,9361.0,9353.0,9343.0,9338.0,8.0,10.0,5.0,1.6666666666666665,0.5384615384615385,0.4285714285714286
2022-05-12,9105.0,9097.0,9091.0,9088.5,8.0,6.0,2.5,0.0,-0.4,-0.5
2022-05-13,9185.0,9168.0,9159.0,9155.0,17.0,9.0,4.0,1.125,0.5,0.6000000000000001
2022-05-18,9246.1,9241.1,9237.1,9233.25,5.0,4.0,3.850000000000364,-0.7058823529411764,-0.5294117647058824,-0.22999999999992726
2022-05-19,9435.5,9427.5,9418.5,9413.0,8.0,9.0,5.5,0.6000000000000001,1.25,0.4285714285712936
2022-05-20,9441.0,9431.0,9426.0,9421.0,10.0,5.0,5.0,0.25,-0.4444444444444444,-0.09090909090909094
2022-05-23,9568.5,9555.5,9551.5,9546.5,13.0,4.0,5.0,0.30000000000000004,-0.19999999999999996,0.0
2022-05-24,9459.0,9456.5,9456.25,9454.0,2.5,0.25,2.25,-0.8076923076923077,-0.9375,-0.55
2022-05-25,9375.0,9373.5,9374.0,9375.0,1.5,-0.5,-1.0,-0.4,-3.0,-1.4444444444444444
2022-05-26,9350.5,9349.0,9352.5,9354.05,1.5,-3.5,-1.5499999999992724,0.0,6.0,0.5499999999992724
2022-05-27,9459.5,9457.0,9459.5,9460.25,2.5,-2.5,-0.75,0.6666666666666667,-0.2857142857142857,-0.5161290322578374
2022-05-30,9543.0,9541.0,9542.0,9544.25,2.0,-1.0,-2.25,-0.19999999999999996,-0.6,2.0
2022-05-31,9451.5,9447.5,9448.0,9449.0,4.0,-0.5,-1.0,1.0,-0.5,-0.5555555555555556
2022-06-01,9504.5,9501.5,9499.5,9500.5,3.0,2.0,-1.0,-0.25,-5.0,0.0
2022-06-06,9748.5,9747.5,9746.25,9746.0,1.0,1.25,0.25,-0.6666666666666667,-0.375,-1.25
2022-06-07,9704.25,9702.0,9700.5,9700.0,2.25,1.5,0.5,1.25,0.19999999999999996,1.0
2022-06-08,9741.3,9737.5,9733.0,9729.5,3.7999999999992724,4.5,3.5,0.6888888888885656,2.0,6.0
2022-06-09,9622.1,9620.1,9617.0,9614.45,2.0,3.100000000000364,2.5499999999992724,-0.473684210526215,-0.3111111111110303,-0.2714285714287793
2022-06-10,9448.0,9449.5,9449.25,9447.75,-1.5,0.25,1.5,-1.75,-0.9193548387096869,-0.41176470588218506
2022-06-13,9285.5,9292.5,9293.25,9294.75,-7.0,-0.75,-1.5,3.666666666666667,-4.0,-2.0
2022-06-15,9232.0,9229.0,9227.75,9230.25,3.0,1.25,-2.5,-1.4285714285714286,-1.8333333333333335,0.0
2022-06-16,9081.25,9074.5,9071.5,9073.0,6.75,3.0,-1.5,1.25,1.4,-0.4
2022-06-17,8969.0,8962.0,8958.5,8959.25,7.0,3.5,-0.75,0.03703703703703698,0.16666666666666674,-0.5
2022-06-20,8992.25,8980.25,8974.5,8971.0,12.0,5.75,3.5,0.7142857142857142,0.6428571428571428,-5.666666666666667
2022-06-21,9004.49,8997.49,8995.0,8993.99,7.0,2.4899999999997817,1.0100000000002183,-0.41666666666666663,-0.5669565217391683,-0.7114285714285091
2022-06-22,8785.5,8777.5,8776.5,8774.5,8.0,1.0,2.0,0.1428571428571428,-0.5983935742971536,0.9801980198015523
2022-06-23,8415.0,8411.0,8411.0,8410.25,4.0,0.0,0.75,-0.5,-1.0,-0.625
2022-06-24,8392.0,8387.0,8384.0,8381.0,5.0,3.0,3.0,0.25,inf,3.0
2022-06-27,8430.25,8426.25,8421.0,8418.5,4.0,5.25,2.5,-0.19999999999999996,0.75,-0.16666666666666663
2022-06-28,8374.0,8371.0,8367.75,8366.0,3.0,3.25,1.75,-0.25,-0.38095238095238093,-0.30000000000000004
2022-06-29,8411.0,8408.0,8404.0,8400.0,3.0,4.0,4.0,0.0,0.23076923076923084,1.2857142857142856
2022-06-30,8264.0,8262.5,8260.0,8257.5,1.5,2.5,2.5,-0.5,-0.375,-0.375
2022-07-01,8050.25,8049.25,8049.25,8048.0,1.0,0.0,1.25,-0.33333333333333337,-1.0,-0.5
2022-07-04,8007.5,8007.5,8007.0,8006.0,0.0,0.5,1.0,-1.0,inf,-0.19999999999999996
2022-07-05,7666.75,7667.25,7668.25,7671.0,-0.5,-1.0,-2.75,-inf,-3.0,-3.75
2022-07-06,7517.25,7518.75,7519.25,7520.25,-1.5,-0.5,-1.0,2.0,-0.5,-0.6363636363636364
2022-07-07,7826.0,7826.0,7823.5,7822.0,0.0,2.5,1.5,-1.0,-6.0,-2.5
2022-07-08,7799.5,7804.5,7805.5,7804.5,-5.0,-1.0,1.0,-inf,-1.4,-0.33333333333333337
2022-07-11,7578.75,7582.75,7584.5,7583.5,-4.0,-1.75,1.0,-0.19999999999999996,0.75,0.0
2022-07-12,7341.0,7348.5,7351.5,7353.25,-7.5,-3.0,-1.75,0.875,0.7142857142857142,-2.75
2022-07-13,7315.5,7325.0,7326.5,7324.0,-9.5,-1.5,2.5,0.2666666666666666,-0.5,-2.428571428571429
2022-07-14,7162.0,7171.0,7171.5,7169.25,-9.0,-0.5,2.25,-0.052631578947368474,-0.6666666666666667,-0.09999999999999998
2022-07-15,7179.25,7189.25,7191.25,7189.25,-10.0,-2.0,2.0,0.11111111111111116,3.0,-0.11111111111111116
2022-07-18,7411.0,7424.5,7428.0,7425.5,-13.5,-3.5,2.5,0.3500000000000001,0.75,0.25
2022-07-20,7377.0,7382.5,7381.0,7379.25,-5.5,1.5,1.75,-0.5925925925925926,-1.25,inf
2022-07-21,7320.0,7325.0,7324.0,7323.0,-5.0,1.0,1.0,-0.09090909090909094,-0.33333333333333337,-0.4285714285714286
2022-07-22,7449.0,7454.0,7455.0,7454.5,-5.0,-1.0,0.5,0.0,-2.0,-0.5
2022-07-25,7479.25,7483.75,7483.0,7480.75,-4.5,0.75,2.25,-0.09999999999999998,-1.75,3.5
2022-07-26,7536.25,7540.5,7540.0,7538.5,-4.25,0.5,1.5,-0.05555555555555558,-0.33333333333333337,-0.33333333333333337
2022-07-27,7639.25,7641.75,7640.25,7637.25,-2.5,1.5,3.0,-0.4117647058823529,2.0,1.0
2022-07-28,7770.75,7768.75,7766.75,7761.75,2.0,2.0,5.0,-1.8,0.33333333333333326,0.6666666666666667
2022-07-29,7931.25,7925.5,7922.25,7916.75,5.75,3.25,5.5,1.875,0.625,0.10000000000000009
2022-08-01,7826.75,7823.75,7821.0,7819.25,3.0,2.75,1.75,-0.4782608695652174,-0.15384615384615385,-0.6818181818181819
2022-08-02,7814.75,7812.25,7810.0,7807.0,2.5,2.25,3.0,-0.16666666666666663,-0.18181818181818177,0.7142857142857142
2022-08-03,7680.75,7680.75,7679.0,7676.75,0.0,1.75,2.25,-1.0,-0.2222222222222222,-0.25
2022-08-04,7726.25,7727.0,7727.0,7726.5,-0.75,0.0,0.5,-inf,-1.0,-0.7777777777777778
2022-08-08,7989.75,7994.25,7992.25,7986.0,-4.5,2.0,6.25,1.25,inf,2.125
2022-08-09,7984.5,7990.5,7987.5,7981.5,-6.0,3.0,6.0,0.33333333333333326,0.5,-0.040000000000000036
2022-08-10,8084.98,8091.48,8088.98,8083.48,-6.5,2.5,5.5,0.08333333333333326,-0.16666666666666663,-0.08333333333333337
2022-08-11,8167.0,8176.0,8175.5,8170.75,-9.0,0.5,4.75,0.3846153846153846,-0.8,-0.13636363636363635
2022-08-12,8086.0,8093.5,8093.25,8089.0,-7.5,0.25,4.25,-0.16666666666666663,-0.5,-0.10526315789473684
2022-08-15,7972.0,7981.75,7981.5,7978.5,-9.75,0.25,3.0,0.30000000000000004,0.0,-0.2941176470588235
2022-08-17,7933.25,7931.25,7926.75,7923.75,2.0,4.5,3.0,-1.205128205128205,17.0,-0.19999999999999996
2022-08-18,8048.25,8043.75,8034.75,8028.5,4.5,9.0,6.25,1.25,1.0,1.0833333333333335
2022-08-19,8099.75,8093.75,8081.75,8071.5,6.0,12.0,10.25,0.33333333333333326,0.33333333333333326,0.6399999999999999
2022-08-22,8071.0,8054.5,8033.5,8015.5,16.5,21.0,18.0,1.75,0.75,0.7560975609756098
2022-08-23,8166.25,8147.75,8128.25,8111.0,18.5,19.5,17.25,0.1212121212121211,-0.0714285714285714,-0.04166666666666663
2022-08-24,8061.5,8052.5,8039.25,8028.25,9.0,13.25,11.0,-0.5135135135135135,-0.3205128205128205,-0.3623188405797102
2022-08-25,8166.0,8152.0,8135.0,8121.0,14.0,17.0,14.0,0.5555555555555556,0.28301886792452824,0.2727272727272727
2022-08-26,8193.25,8182.25,8165.5,8154.0,11.0,16.75,11.5,-0.2142857142857143,-0.014705882352941124,-0.1785714285714286
2022-08-30,7893.0,7883.0,7869.0,7859.0,10.0,14.0,10.0,-0.09090909090909094,-0.16417910447761197,-0.13043478260869568
2022-08-31,7847.5,7833.0,7808.0,7794.5,14.5,25.0,13.5,0.44999999999999996,0.7857142857142858,0.3500000000000001
2022-09-01,7652.0,7635.75,7606.75,7589.0,16.25,29.0,17.75,0.1206896551724137,0.15999999999999992,0.3148148148148149
2022-09-02,7694.0,7676.0,7644.0,7624.0,18.0,32.0,20.0,0.10769230769230775,0.10344827586206895,0.12676056338028174
2022-09-05,7731.0,7710.0,7666.5,7642.5,21.0,43.5,24.0,0.16666666666666674,0.359375,0.19999999999999996
2022-09-06,7751.0,7733.0,7694.0,7672.0,18.0,39.0,22.0,-0.1428571428571429,-0.10344827586206895,-0.08333333333333337
2022-09-07,7700.0,7676.5,7634.0,7611.0,23.5,42.5,23.0,0.3055555555555556,0.08974358974358965,0.045454545454545414
2022-09-08,7921.5,7873.5,7824.5,7796.5,48.0,49.0,28.0,1.0425531914893615,0.15294117647058814,0.21739130434782616
2022-09-09,7930.5,7897.5,7869.5,7845.0,33.0,28.0,24.5,-0.3125,-0.4285714285714286,-0.125
2022-09-12,8084.5,8019.5,7975.5,7940.5,65.0,44.0,35.0,0.9696969696969697,0.5714285714285714,0.4285714285714286
2022-09-13,8000.5,7929.5,7887.5,7856.0,71.0,42.0,31.5,0.0923076923076922,-0.045454545454545414,-0.09999999999999998
2022-09-14,7899.5,7854.5,7818.0,7792.0,45.0,36.5,26.0,-0.3661971830985915,-0.13095238095238093,-0.17460317460317465
2022-09-15,7851.5,7799.5,7752.0,7719.5,52.0,47.5,32.5,0.15555555555555545,0.3013698630136987,0.25
2022-09-16,7870.0,7832.0,7787.0,7750.0,38.0,45.0,37.0,-0.2692307692307693,-0.052631578947368474,0.1384615384615384
2022-09-19,7826.5,7816.5,7777.5,7745.0,10.0,39.0,32.5,-0.736842105263158,-0.1333333333333333,-0.1216216216216216
2022-09-21,7757.0,7724.0,7690.0,7671.0,33.0,34.0,19.0,2.3,-0.02857142857142858,-0.4571428571428572
2022-09-22,7749.0,7717.0,7684.0,7664.0,32.0,33.0,20.0,-0.030303030303030276,-0.02941176470588236,0.05263157894736836
2022-09-23,7532.0,7497.0,7451.0,7426.75,35.0,46.0,24.25,0.09375,0.39393939393939403,0.2124999999999999
2022-09-26,7441.5,7401.5,7353.5,7334.5,40.0,48.0,19.0,0.1428571428571428,0.04347826086956519,-0.21649484536082475
2022-09-27,7433.0,7402.0,7363.0,7347.0,31.0,39.0,16.0,-0.22499999999999998,-0.1875,-0.1578947368421053
2022-09-28,7529.5,7485.5,7435.5,7414.5,44.0,50.0,21.0,0.4193548387096775,0.28205128205128216,0.3125
2022-09-29,7654.0,7614.0,7560.0,7531.0,40.0,54.0,29.0,-0.09090909090909094,0.08000000000000007,0.38095238095238093
2022-09-30,7688.0,7636.0,7579.0,7550.0,52.0,57.0,29.0,0.30000000000000004,0.05555555555555558,0.0
2022-10-03,7615.5,7570.5,7524.0,7496.0,45.0,46.5,28.0,-0.13461538461538458,-0.1842105263157895,-0.03448275862068961
2022-10-04,7814.5,7782.0,7738.0,7705.0,32.5,44.0,33.0,-0.2777777777777778,-0.053763440860215006,0.1785714285714286
2022-10-05,7740.5,7720.5,7693.5,7669.5,20.0,27.0,24.0,-0.3846153846153846,-0.38636363636363635,-0.2727272727272727
2022-10-06,7659.5,7644.5,7621.0,7600.0,15.0,23.5,21.0,-0.25,-0.12962962962962965,-0.125
2022-10-07,7517.5,7503.5,7470.5,7449.5,14.0,33.0,21.0,-0.06666666666666665,0.4042553191489362,0.0
2022-10-10,7645.75,7629.75,7599.75,7570.5,16.0,30.0,29.25,0.1428571428571428,-0.09090909090909094,0.3928571428571428
2022-10-11,7666.5,7655.0,7621.5,7586.5,11.5,33.5,35.0,-0.28125,0.1166666666666667,0.19658119658119655
2022-10-12,7638.0,7621.0,7576.0,7534.0,17.0,45.0,42.0,0.4782608695652173,0.34328358208955234,0.19999999999999996
2022-10-13,7666.5,7650.5,7603.0,7563.0,16.0,47.5,40.0,-0.05882352941176472,0.05555555555555558,-0.04761904761904767
2022-10-14,7652.0,7627.0,7571.0,7529.0,25.0,56.0,42.0,0.5625,0.17894736842105252,0.050000000000000044
2022-10-17,7642.5,7641.5,7597.5,7559.5,1.0,44.0,38.0,-0.96,-0.2142857142857143,-0.09523809523809523
2022-10-19,7461.75,7424.75,7389.75,7365.5,37.0,35.0,24.25,36.0,0.0,-0.2867647058823529
2022-10-20,7650.5,7612.5,7568.5,7540.5,38.0,44.0,28.0,0.027027027027026973,0.2571428571428571,0.15463917525773185
2022-10-21,7719.25,7679.25,7632.5,7601.0,40.0,46.75,31.5,0.05263157894736836,0.0625,0.125
2022-10-24,7669.0,7624.0,7574.0,7535.0,45.0,50.0,39.0,0.125,0.06951871657754016,0.23809523809523814
2022-10-25,7621.0,7583.0,7540.0,7502.0,38.0,43.0,38.0,-0.15555555555555556,-0.14,-0.02564102564102566
2022-10-26,7884.0,7852.0,7808.0,7776.0,32.0,44.0,32.0,-0.1578947368421053,0.023255813953488413,-0.1578947368421053
2022-10-27,7843.25,7819.25,7779.25,7753.25,24.0,40.0,26.0,-0.25,-0.09090909090909094,-0.1875
2022-10-28,7629.0,7599.0,7563.0,7537.5,30.0,36.0,25.5,0.25,-0.09999999999999998,-0.019230769230769273
2022-10-31,7531.0,7499.0,7462.0,7437.5,32.0,37.0,24.5,0.06666666666666665,0.02777777777777768,-0.039215686274509776
